Time,ActiveSources
28.600000000000136,5
28.700000000000138,3
28.80000000000014,3
28.90000000000014,2
29.000000000000142,3
29.100000000000144,3
29.200000000000145,3
29.300000000000146,3
29.400000000000148,3
29.50000000000015,2
29.60000000000015,3
29.700000000000152,3
29.800000000000153,3
29.900000000000155,3
30.000000000000156,3
30.100000000000158,4
30.20000000000016,4
30.30000000000016,4
30.400000000000162,5
30.500000000000163,5
30.600000000000165,5
30.700000000000166,6
30.800000000000168,5
30.90000000000017,5
31.00000000000017,5
31.100000000000172,4
31.200000000000173,4
31.300000000000175,4
31.400000000000176,4
31.500000000000178,4
31.60000000000018,4
31.70000000000018,4
31.800000000000182,4
31.900000000000183,4
32.000000000000185,3
32.100000000000186,3
32.20000000000019,4
32.30000000000019,3
32.40000000000019,2
32.50000000000019,2
32.60000000000019,3
32.700000000000195,3
32.800000000000196,3
32.9000000000002,4
33.0000000000002,4
33.1000000000002,4
33.2000000000002,4
33.3000000000002,4
33.400000000000205,5
33.500000000000206,6
33.60000000000021,6
33.70000000000021,5
33.80000000000021,5
33.90000000000021,5
34.00000000000021,6
34.100000000000215,7
34.200000000000216,7
34.30000000000022,7
34.40000000000022,7
34.50000000000022,7
34.60000000000022,7
34.70000000000022,7
34.800000000000225,7
34.900000000000226,7
35.00000000000023,7
35.10000000000023,6
35.20000000000023,6
35.30000000000023,5
35.40000000000023,5
35.500000000000234,5
35.600000000000236,5
35.70000000000024,5
35.80000000000024,5
35.90000000000024,6
36.00000000000024,5
36.10000000000024,6
36.200000000000244,7
36.300000000000246,6
36.40000000000025,8
36.50000000000025,8
36.60000000000025,8
36.70000000000025,8
36.80000000000025,8
36.900000000000254,8
37.000000000000256,8
37.10000000000026,7
37.20000000000026,6
37.30000000000026,6
37.40000000000026,5
37.50000000000026,7
37.600000000000264,7
37.700000000000266,7
37.80000000000027,6
37.90000000000027,5
38.00000000000027,5
38.10000000000027,4
38.20000000000027,5
38.300000000000274,6
38.400000000000276,6
38.50000000000028,6
38.60000000000028,5
38.70000000000028,5
38.80000000000028,5
38.90000000000028,6
39.000000000000284,6
39.100000000000286,5
39.20000000000029,5
39.30000000000029,6
39.40000000000029,6
39.50000000000029,6
39.60000000000029,6
39.700000000000294,6
39.800000000000296,5
39.9000000000003,5
40.0000000000003,5
40.1000000000003,5
40.2000000000003,5
40.3000000000003,5
40.400000000000304,5
40.500000000000306,5
40.60000000000031,4
40.70000000000031,4
40.80000000000031,4
40.90000000000031,3
41.00000000000031,3
41.100000000000314,4
41.200000000000315,5
41.30000000000032,5
41.40000000000032,6
41.50000000000032,6
41.60000000000032,6
41.70000000000032,6
41.800000000000324,6
41.900000000000325,6
42.00000000000033,6
42.10000000000033,5
42.20000000000033,5
42.30000000000033,6
42.40000000000033,6
42.500000000000334,6
42.600000000000335,6
42.70000000000034,6
42.80000000000034,5
42.90000000000034,5
43.00000000000034,5
43.10000000000034,5
43.200000000000344,4
43.300000000000345,6
43.40000000000035,6
43.50000000000035,6
43.60000000000035,6
43.70000000000035,6
43.80000000000035,6
43.900000000000354,6
44.000000000000355,7
44.10000000000036,7
44.20000000000036,7
44.30000000000036,7
44.40000000000036,7
44.50000000000036,6
44.600000000000364,6
44.700000000000365,6
44.80000000000037,6
44.90000000000037,6
45.00000000000037,7
45.10000000000037,6
45.20000000000037,6
45.300000000000374,5
45.400000000000375,4
45.50000000000038,4
45.60000000000038,6
45.70000000000038,5
45.80000000000038,5
45.90000000000038,5
46.000000000000384,5
46.100000000000385,5
46.20000000000039,5
46.30000000000039,3
46.40000000000039,3
46.50000000000039,3
46.60000000000039,3
46.700000000000394,3
46.800000000000395,5
46.9000000000004,5
47.0000000000004,6
47.1000000000004,6
47.2000000000004,6
47.3000000000004,6
47.400000000000404,7
47.500000000000405,8
47.600000000000406,8
47.70000000000041,8
47.80000000000041,8
47.90000000000041,8
48.00000000000041,8
48.10000000000041,7
48.200000000000415,7
48.300000000000416,7
48.40000000000042,7
48.50000000000042,6
48.60000000000042,5
48.70000000000042,5
48.80000000000042,5
48.900000000000425,5
49.000000000000426,5
49.10000000000043,4
49.20000000000043,3
49.30000000000043,3
49.40000000000043,4
49.50000000000043,4
49.600000000000435,4
49.700000000000436,4
49.80000000000044,4
49.90000000000044,4
50.00000000000044,5
50.10000000000044,6
50.20000000000044,5
50.300000000000445,6
50.400000000000446,6
50.50000000000045,6
50.60000000000045,6
50.70000000000045,6
50.80000000000045,6
50.90000000000045,6
51.000000000000455,5
51.100000000000456,5
51.20000000000046,5
51.30000000000046,4
51.40000000000046,4
51.50000000000046,3
51.60000000000046,3
51.700000000000465,3
51.800000000000466,3
51.90000000000047,4
52.00000000000047,4
52.10000000000047,5
52.20000000000047,6
52.30000000000047,6
52.400000000000475,6
52.500000000000476,6
52.60000000000048,6
52.70000000000048,6
52.80000000000048,7
52.90000000000048,7
53.00000000000048,8
53.100000000000485,8
53.200000000000486,7
53.30000000000049,7
53.40000000000049,6
53.50000000000049,5
53.60000000000049,4
53.70000000000049,4
53.800000000000495,4
53.900000000000496,4
54.0000000000005,3
54.1000000000005,4
54.2000000000005,4
54.3000000000005,4
54.4000000000005,3
54.500000000000504,3
54.600000000000506,3
54.70000000000051,4
54.80000000000051,4
54.90000000000051,4
55.00000000000051,4
55.10000000000051,5
55.200000000000514,6
55.300000000000516,6
55.40000000000052,7
55.50000000000052,7
55.60000000000052,7
55.70000000000052,8
55.80000000000052,7
55.900000000000524,7
56.000000000000526,6
56.10000000000053,6
56.20000000000053,6
56.30000000000053,6
56.40000000000053,6
56.50000000000053,4
56.600000000000534,4
56.700000000000536,4
56.80000000000054,3
56.90000000000054,3
57.00000000000054,3
57.10000000000054,5
57.20000000000054,5
57.300000000000544,5
57.400000000000546,5
57.50000000000055,5
57.60000000000055,6
57.70000000000055,6
57.80000000000055,5
57.90000000000055,7
58.000000000000554,7
58.100000000000556,7
58.20000000000056,7
58.30000000000056,7
58.40000000000056,7
58.50000000000056,7
58.60000000000056,7
58.700000000000564,6
58.800000000000566,6
58.90000000000057,7
59.00000000000057,6
59.10000000000057,6
59.20000000000057,6
59.30000000000057,6
59.400000000000574,6
59.500000000000576,5
59.60000000000058,5
59.70000000000058,5
59.80000000000058,5
59.90000000000058,5
60.00000000000058,5
60.100000000000584,5
60.200000000000585,5
60.30000000000059,6
60.40000000000059,6
60.50000000000059,7
60.60000000000059,8
60.70000000000059,9
60.800000000000594,9
60.900000000000595,9
61.0000000000006,9
61.1000000000006,9
61.2000000000006,9
61.3000000000006,8
61.4000000000006,7
61.500000000000604,7
61.600000000000605,7
61.70000000000061,7
61.80000000000061,7
61.90000000000061,7
62.00000000000061,5
62.10000000000061,3
62.200000000000614,2
62.300000000000615,2
62.40000000000062,2
62.50000000000062,2
62.60000000000062,3
62.70000000000062,2
62.80000000000062,1
62.900000000000624,1
63.000000000000625,1
63.10000000000063,2
63.20000000000063,3
63.30000000000063,4
63.40000000000063,4
63.50000000000063,4
63.600000000000634,3
63.700000000000635,3
63.80000000000064,4
63.90000000000064,5
64.00000000000064,5
64.10000000000063,5
64.20000000000063,4
64.30000000000062,4
64.40000000000062,4
64.50000000000061,5
64.6000000000006,5
64.7000000000006,5
64.8000000000006,5
64.90000000000059,4
65.00000000000058,4
65.10000000000058,3
65.20000000000057,3
65.30000000000057,3
65.40000000000056,3
65.50000000000055,3
65.60000000000055,3
65.70000000000054,3
65.80000000000054,2
65.90000000000053,3
66.00000000000053,3
66.10000000000052,2
66.20000000000051,3
66.30000000000051,3
66.4000000000005,4
66.5000000000005,4
66.60000000000049,4
66.70000000000049,4
66.80000000000048,4
66.90000000000047,4
67.00000000000047,5
67.10000000000046,5
67.20000000000046,5
67.30000000000045,4
67.40000000000045,5
67.50000000000044,4
67.60000000000043,4
67.70000000000043,4
67.80000000000042,5
67.90000000000042,5
68.00000000000041,5
68.1000000000004,5
68.2000000000004,5
68.3000000000004,5
68.40000000000039,5
68.50000000000038,6
68.60000000000038,5
68.70000000000037,5
68.80000000000037,5
68.90000000000036,4
69.00000000000036,4
69.10000000000035,4
69.20000000000034,4
69.30000000000034,5
69.40000000000033,5
69.50000000000033,4
69.60000000000032,4
69.70000000000032,3
69.80000000000031,3
69.9000000000003,2
70.0000000000003,3
70.10000000000029,3
70.20000000000029,3
70.30000000000028,2
70.40000000000028,2
70.50000000000027,2
70.60000000000026,2
70.70000000000026,3
70.80000000000025,3
70.90000000000025,3
71.00000000000024,4
71.10000000000024,4
71.20000000000023,4
71.30000000000022,3
71.40000000000022,4
71.50000000000021,3
71.60000000000021,3
71.7000000000002,3
71.8000000000002,4
71.90000000000019,4
72.00000000000018,4
72.10000000000018,4
72.20000000000017,4
72.30000000000017,4
72.40000000000016,4
72.50000000000016,4
72.60000000000015,4
72.70000000000014,5
72.80000000000014,6
72.90000000000013,6
73.00000000000013,6
73.10000000000012,6
73.20000000000012,6
73.30000000000011,6
73.4000000000001,6
73.5000000000001,6
73.6000000000001,6
73.70000000000009,6
73.80000000000008,6
73.90000000000008,6
74.00000000000007,5
74.10000000000007,5
74.20000000000006,4
74.30000000000005,4
74.40000000000005,4
74.50000000000004,4
74.60000000000004,3
74.70000000000003,2
74.80000000000003,2
74.90000000000002,2
75.00000000000001,2
75.10000000000001,4
75.2,5
75.3,6
75.39999999999999,6
75.49999999999999,6
75.59999999999998,6
75.69999999999997,6
75.79999999999997,7
75.89999999999996,8
75.99999999999996,8
76.09999999999995,8
76.19999999999995,8
76.29999999999994,7
76.39999999999993,7
76.49999999999993,9
76.59999999999992,9
76.69999999999992,6
76.79999999999991,5
76.8999999999999,4
76.9999999999999,4
77.0999999999999,4
77.19999999999989,3
77.29999999999988,3
77.39999999999988,3
77.49999999999987,3
77.59999999999987,2
77.69999999999986,3
77.79999999999986,3
77.89999999999985,2
77.99999999999984,3
78.09999999999984,4
78.19999999999983,4
78.29999999999983,5
78.39999999999982,6
78.49999999999982,6
78.59999999999981,6
78.6999999999998,6
78.7999999999998,6
78.89999999999979,6
78.99999999999979,7
79.09999999999978,6
79.19999999999978,6
79.29999999999977,6
79.39999999999976,6
79.49999999999976,6
79.59999999999975,6
79.69999999999975,6
79.79999999999974,6
79.89999999999974,5
79.99999999999973,6
80.09999999999972,6
80.19999999999972,4
80.29999999999971,4
80.39999999999971,4
80.4999999999997,3
80.5999999999997,4
80.69999999999969,4
80.79999999999968,4
80.89999999999968,4
80.99999999999967,4
81.09999999999967,4
81.19999999999966,4
81.29999999999966,4
81.39999999999965,3
81.49999999999964,2
81.59999999999964,2
81.69999999999963,3
81.79999999999963,3
81.89999999999962,3
81.99999999999962,2
82.09999999999961,3
82.1999999999996,3
82.2999999999996,3
82.3999999999996,3
82.49999999999959,3
82.59999999999958,4
82.69999999999958,4
82.79999999999957,4
82.89999999999957,4
82.99999999999956,3
83.09999999999955,3
83.19999999999955,4
83.29999999999954,4
83.39999999999954,3
83.49999999999953,2
83.59999999999953,2
83.69999999999952,2
83.79999999999951,4
83.89999999999951,4
83.9999999999995,5
84.0999999999995,5
84.19999999999949,5
84.29999999999949,4
84.39999999999948,4
84.49999999999947,4
84.59999999999947,5
84.69999999999946,4
84.79999999999946,5
84.89999999999945,7
84.99999999999945,8
85.09999999999944,7
85.19999999999943,7
85.29999999999943,7
85.39999999999942,7
85.49999999999942,7
85.59999999999941,7
85.6999999999994,7
85.7999999999994,7
85.8999999999994,7
85.99999999999939,4
86.09999999999938,4
86.19999999999938,4
86.29999999999937,4
86.39999999999937,5
86.49999999999936,6
86.59999999999935,6
86.69999999999935,6
86.79999999999934,6
86.89999999999934,6
86.99999999999933,6
87.09999999999933,7
87.19999999999932,7
87.29999999999932,7
87.39999999999931,7
87.4999999999993,6
87.5999999999993,7
87.69999999999929,8
87.79999999999929,8
87.89999999999928,8
87.99999999999928,8
88.09999999999927,8
88.19999999999926,7
88.29999999999926,7
88.39999999999925,5
88.49999999999925,5
88.59999999999924,5
88.69999999999924,5
88.79999999999923,4
88.89999999999922,5
88.99999999999922,5
89.09999999999921,4
89.1999999999992,4
89.2999999999992,4
89.3999999999992,5
89.49999999999919,5
89.59999999999918,5
89.69999999999918,6
89.79999999999917,7
89.89999999999917,7
89.99999999999916,7
90.09999999999916,7
90.19999999999915,6
90.29999999999914,6
90.39999999999914,6
90.49999999999913,6
90.59999999999913,6
90.69999999999912,6
90.79999999999912,4
90.89999999999911,4
90.9999999999991,4
91.0999999999991,4
91.1999999999991,4
91.29999999999909,5
91.39999999999908,5
91.49999999999908,5
91.59999999999907,5
91.69999999999906,5
91.79999999999906,5
91.89999999999905,7
91.99999999999905,7
92.09999999999904,6
92.19999999999904,6
92.29999999999903,6
92.39999999999903,5
92.49999999999902,5
92.59999999999901,6
92.69999999999901,6
92.799999999999,6
92.899999999999,7
92.99999999999899,7
93.09999999999899,7
93.19999999999898,7
93.29999999999897,6
93.39999999999897,6
93.49999999999896,5
93.59999999999896,6
93.69999999999895,5
93.79999999999895,5
93.89999999999894,5
93.99999999999893,4
94.09999999999893,4
94.19999999999892,4
94.29999999999892,5
94.39999999999891,5
94.4999999999989,5
94.5999999999989,5
94.6999999999989,5
94.79999999999889,5
94.89999999999888,6
94.99999999999888,7
95.09999999999887,7
95.19999999999887,7
95.29999999999886,7
95.39999999999885,7
95.49999999999885,7
95.59999999999884,7
95.69999999999884,7
95.79999999999883,6
95.89999999999883,6
95.99999999999882,6
96.09999999999881,6
96.19999999999881,6
96.2999999999988,6
96.3999999999988,5
96.49999999999879,4
96.59999999999879,4
96.69999999999878,5
96.79999999999878,4
96.89999999999877,5
96.99999999999876,5
97.09999999999876,5
97.19999999999875,5
97.29999999999875,6
97.39999999999874,6
97.49999999999874,6
97.59999999999873,6
97.69999999999872,7
97.79999999999872,7
97.89999999999871,6
97.9999999999987,6
98.0999999999987,5
98.1999999999987,5
98.29999999999869,5
98.39999999999868,6
98.49999999999868,6
98.59999999999867,7
98.69999999999867,6
98.79999999999866,6
98.89999999999866,5
98.99999999999865,5
99.09999999999864,6
99.19999999999864,6
99.29999999999863,6
99.39999999999863,6
99.49999999999862,5
99.59999999999862,5
99.69999999999861,5
99.7999999999986,5
99.8999999999986,5
99.9999999999986,5
